,Description,Score,sentiment
1507,"Nijiiro Days follows the colorful lives and romantic relationships of four high school boys—Natsuki Hashiba; a dreamer with delusions of love; Tomoya Matsunaga; a narcissistic playboy who has multiple girlfriends; Keiichi Katakura; a kinky sadist who always carries a whip; and Tsuyoshi Naoe; an otaku who has a cosplaying girlfriend.

When his girlfriend unceremoniously dumps him on Christmas Eve; Natsuki breaks down in tears in the middle of the street and is offered tissues by a girl in a Santa Claus suit. He instantly falls in love with this girl; Anna Kobayakawa; who fortunately attends the same school as him. Natsuki's pursuit of Anna should have been simple and uneventful; however; much to his dismay; his nosy friends constantly meddle in his relationship; as they strive to succeed in their own endeavors of love.

 ",7.5,0.0
1513,"Three months after a Lunar Attack which nearly caused Earth's destruction; Hibiki Tachibana; Tsubasa Kazanari; and Chris Yukine continue to fight the Noise—a mysterious alien threat—using powerful armor known as Symphogear. After defending an American convoy from a Noise attack; Hibiki and Chris race toward the Queens of Music concert hall to attend one of Tsubasa's concerts.  

Meanwhile; Tsubasa and rising international superstar Maria Cadenzavna Eve deliver an amazing performance that is broadcast throughout the entire world. Just as the concert is about to conclude; a group of Noise suddenly appear; plunging the hall into chaos. Amidst the panic; Maria declares war against the world as the successor of Finé—Chris' former mistress—and her allies Kirika Akatsuki and Shirabe Tsukuyomi reveal Symphogear powers of their own. After initiating a skirmish with Tsubasa and her teammates; they retreat mysteriously; leaving the three friends bewildered as to what their true intentions could be.

 ",7.5,0.0
1474,"In the heart of Italy; the Social Welfare Agency rescues young girls from hospital beds and gives them a second chance at life using the latest in cybernetic advancements. With their artificially enhanced bodies; the girls are brainwashed and trained as assassins to carry out the dirty work of the Italian Government. Despite all the modifications; they are still just children at heart; struggling for recognition from those they love; even knowing the love they feel is manufactured. This tragic tale unfolds as these girls grapple with their emotions in an agency that treats them as nothing but ruthless killers.

 ",7.51,0.0
1476,"Music video by Oasis; animated by Production I.G

The song is also featured as the opening theme song in the anime series; Higashi no Eden; which is also animated by Production I.G.",7.51,0.0
1475,Extra episodes included in the DVD volumes of Hetalia: The World Twinkle.,7.51,0.0
1473,"Sousuke; Kurz and Melissa are deployed to the Republic of Manistan in Central Asia to eradicate a growing civil war between rebels and the Manistani military. 

 ",7.51,0.0
1481,"The Straw Hat Pirates; searching for the great passage ""Grand Line""; are in trouble when their food runs out! Luffy; searching for food on his own; finds a ship belonging to the pirate; Gary; and takes it over!! He lands at a nearby town...

Luffy was attacked by a young girl; Silk; who mistook him for a member of the other pirate gang. As the two eat a meal; they tell their stories. Meanwhile; Gary and his band are burning with anger at Luffy; demanding payment from the town's defenseless citizens...!!

(Source: jumpland.com/animetour/op/index_en.html)",7.51,0.0
1471,"Due to the violence portrayed in the Cowboy Bebop world and violence in Japanese schools; the series was briefly cancelled and an extra session was created as a final episode to the first thirteen episodes aired. Called ""Session XX: Mish-Mash Blues;"" a compilation of clips from previous episodes; it aired on June 26; 1998 on TV Tokyo. The episode was never released on DVD. In it; the characters provide a philosophical commentary and end with the words: This Is Not The End. You Will See The Real ""Cowboy Bebop"" Someday!

 ",7.51,0.0
1470,"In a post-apocalyptic world overrun with mutated beasts called Limbeekoon or Filth Monsters; humanity is forced to live in large mobile cities called Regios and learn to use special weapons called Dite; by harnessing the power of Kei to defend themselves. In the Academy City of Zuellni; Layfon Alseif is hoping to start a new life and forget his past. However; his past has caught the attention of Karian Loss; the manipulative Student Council President and Nina Antalk; a Military Arts student and Captain of the 17th Military Arts Platoon; who instantly recognizes his abilities and decides he’s the perfect candidate to join her group. However; with a secret past that won’t leave him alone and unknown powers beyond normal; Layfon just might not take it. 
",7.51,0.0
1469,"Staz Charlie Blood is a powerful vampire who rules the Eastern district of Demon World. According to rumors; he is a bloodthirsty and merciless monster; but in reality; Staz is just an otaku obsessed with Japanese culture and completely uninterested in human blood. Leaving the management of his territory to his underlings; Staz spends his days lazing around; indulging in anime; manga; and games.

When Fuyumi Yanagi; a Japanese girl; accidentally wanders through a portal leading into the demon world; Staz is overjoyed. But just as he is starting to feel an unusual attraction to her; his territory is attacked; resulting in Fuyumi's untimely death. She turns into a wandering ghost and the crestfallen Staz vows to resurrect her as this would mean being able to travel to the human world; something he has always dreamed of.

Blood Lad follows Staz and Fuyumi; soon joined by the spatial magician Bell and the half-werewolf Wolf; as they travel to find a magic that can bring humans back to life.

 ",7.51,0.0
1468,"Two years ago; Junichi Tachibana had a date on Christmas Eve but was stood up instead. Since then; he has had a hard time showing others his true feelings in fear of being rejected again. However; as luck would have it; Junichi may have a second chance at love when he meets several girls whom he becomes romantically interested in: Haruka Morishima; the energetic and popular upperclassman with a love for cute things; Kaoru Tanamachi; his childhood friend who harbors secret feelings for him; Sae Nakata; the timid transfer student who is shy around men; Ai Nanasaki; a girl on the swim team who has a bad first impression of Junichi; Rihoko Sakurai; a childhood friend with a love for sweets; and Tsukasa Ayatsuji; a seemingly perfect class representative who has a hidden dark side. As Christmas Eve approaches; Junichi can only hope that this will be the year he will finally spend the holidays with the one he truly loves.

 ",7.51,0.0
